id,start_date,end_date,CityMD_14th_St,CityMD_23rd_St,CityMD_37th_St,CityMD_57th_St,CityMD_67th_St,CityMD_86th_St,CityMD_88th_St,CityMD_Astoria,CityMD_Bayridge,CityMD_Boerum_Hill,CityMD_Forest_Hills,CityMD_Lake_Grove,CityMD_Long_Beach,CityMD_Massapequa,CityMD_Merrick,PC_Park_Slope,CityMD_Yonkers,Palisades,PC_Bellmore,PC_Carle_Place,PC_Commack,PC_East_Meadow,PC_Great_Neck,PC_Levittown,PC_Lindenhurst,PC_Lynbrook,PC_Maspeth,PC_Mineola,PC_Syosset
15,2014-04-04,2014-04-10,947.0900477,888.9436067,456.3876025,794.0371234,588.2039181,1158.597025,1067.294595,332.3129643,185.6273195,313.6412502,,194.7250554,217.1145905,,,760.4128877,,771.0805185,788.25391,337.0065634,427.4218121,290.2746625,372.8103652,854.4991712,677.534433,843.2474388,491.5201086,413.6179172,318.1766606
16,2014-04-11,2014-04-17,952.2190708,891.3758019,459.8106366,796.8491937,590.0304486,1161.199582,1071.642847,336.1608629,189.9650964,318.0983193,,208.8500349,219.0818924,,,763.6356095,,775.4148799,789.9438572,338.7175591,429.0596689,291.5106686,374.5475823,855.7697694,679.638332,845.0241618,493.2463331,415.3245324,319.0051566
17,2014-04-18,2014-04-24,957.2944416,893.7905908,463.1560087,799.6479553,591.8380192,1163.793021,1075.974231,339.8295563,193.1041344,322.3726228,,222.5082921,220.9461227,,,766.8373029,,779.714137,791.6226207,340.4009453,430.6810808,292.7111492,376.2739824,857.0371935,681.7365108,846.7998564,494.9670898,417.0066805,319.8210886
18,2014-04-25,2014-05-01,962.3175466,896.1882668,466.4276893,802.4335795,593.6270757,1166.377424,1080.288944,343.3366842,195.5746383,326.48071,,235.7557899,222.7182921,,104.125493,770.0183264,,783.979043,793.2903706,342.057729,432.2864346,293.8782233,377.9897482,858.301464,683.8290179,848.5745259,496.6824319,418.6651478,320.6248626
19,2014-05-02,2014-05-08,967.2897159,898.5691154,469.6293393,805.2062341,595.3980476,1168.952876,1084.58718,346.6973291,197.6166311,330.4368919,,248.6377123,224.4077006,,124.9250728,773.1790291,,788.2103247,794.9472733,343.6888608,433.8761033,295.0138222,379.6950571,859.5626013,685.915901,850.3481736,498.3924121,420.3006818,321.4168646
20,2014-05-09,2014-05-15,972.2122263,900.9334149,472.7643422,807.9660833,597.1513491,1171.519457,1088.869128,349.9244944,199.359736,334.2536346,,261.1912062,226.0222778,73.75746162,138.9683117,776.3197505,,792.4086847,796.5934911,345.2952393,435.4504462,296.1197109,381.3900821,860.8206253,687.9972072,852.1208028,500.097082,421.9139936,322.1974624
21,2014-05-16,2014-05-22,977.0863038,903.2814364,475.8358317,810.713288,598.8873796,1174.077247,1093.134976,353.029475,200.8821052,337.9418693,,273.4472798,227.5688419,91.42508758,149.879471,779.4408208,,796.5748016,798.2291827,346.8777146,437.0098098,297.1975072,383.0749913,862.075556,690.0729831,853.8924169,501.7964924,423.5057608,322.9670061
22,2014-05-23,2014-05-29,981.9131269,905.6134438,478.8467163,813.4480058,600.6065249,1176.626326,1097.384905,356.0221477,202.2345767,341.5112388,,285.4321564,229.0533004,103.6617772,158.9294069,782.5425618,,800.7093318,799.8545029,348.437092,438.5545285,298.2486976,384.7499485,863.3274129,692.1432744,855.6630191,503.4906932,425.076629,323.7258298
23,2014-05-30,2014-06-05,986.6938288,907.9296947,481.7997008,816.1703911,602.309157,1179.16677,1101.619095,358.911203,203.4521176,344.9702958,155.5706585,297.1682644,230.480807,113.32476,166.7279161,785.6252866,,804.81291,801.4696032,349.974135,440.0849249,299.274651,386.4151131,864.5762155,694.2081264,857.4326126,505.1797337,426.627214,324.4742521
24,2014-06-06,2014-06-12,991.4294996,910.2304397,484.6973055,818.8805952,603.9956355,1181.698658,1105.837722,361.7043297,204.5598308,348.3266649,181.0813413,308.6749757,231.8558857,121.4360512,173.6192611,788.6893001,,808.8861507,803.0746313,351.4895685,441.6013106,300.2766316,388.0706403,865.821983,696.2675835,859.2012006,506.8636624,428.1581041,325.2125773
25,2014-06-13,2014-06-19,996.1211891,912.5159236,487.5418824,821.5787664,605.666308,1184.222063,1110.040959,364.4083657,205.5763591,351.5871741,197.9017557,319.9691687,233.1825305,128.4925871,179.8186332,791.7348996,68.96392629,812.9296485,804.6697321,352.9840809,443.1039867,301.2558087,389.7166816,867.0647346,698.3216898,860.9687864,508.5425268,429.669861,325.9410962
26,2014-06-20,2014-06-26,1000.769908,914.7863851,490.3356306,824.2650501,607.3215104,1186.737062,1114.228975,367.029421,206.5159347,354.7579645,210.7752995,331.0656624,234.4642859,134.7777688,185.4703504,794.7623747,84.12563712,816.9439794,806.2550467,354.458327,444.5932441,302.2132666,391.3533843,868.304489,700.3704886,862.7353732,510.216374,431.1630219,326.6600871
27,2014-06-27,2014-07-03,1005.376631,917.0420567,493.0806095,826.9395889,608.9615675,1189.243727,1118.401937,369.5729783,207.3896739,357.844581,221.3347423,341.9775577,235.7043127,140.4702099,190.6763383,797.7720075,94.4962048,820.9297014,807.8307135,355.9129302,446.0693641,303.1500122,392.9808924,869.5412649,702.4140226,864.5009641,511.8852502,432.6381009,327.3698161
28,2014-07-04,2014-07-10,1009.942296,919.2831658,495.7787502,829.6025224,610.5867937,1191.74213,1122.560008,372.0439782,208.2064281,360.8520487,230.3539478,352.7165086,236.9054418,145.6905353,195.5114993,800.7640734,102.6206482,824.8873554,809.3968677,357.3484841,447.5326187,304.0669828,394.5993458,870.7750809,704.4523341,866.2655623,513.5492008,434.0955902,328.0705381
29,2014-07-11,2014-07-17,1014.467811,921.5099338,498.4318667,832.2539877,612.1974933,1194.232344,1126.703348,374.4468884,208.9733621,363.784937,238.2657141,363.2929402,238.0702193,150.5244537,200.0326381,803.7388407,109.4004742,828.8174658,810.9536415,358.7655549,448.9832713,304.9650521,396.2088814,872.0059552,706.4854646,868.0291709,515.2082707,435.5359613,328.7624973
30,2014-07-18,2014-07-24,1018.954049,923.7225772,501.0416652,834.8941192,613.7939608,1196.714439,1130.832116,376.7857638,209.6963589,366.6474141,245.3385124,373.7162256,239.2009437,155.0352875,204.2839511,806.6965711,115.271184,832.7205413,812.5011643,360.1646826,450.4215769,305.8450359,397.8096326,873.2339059,708.5134553,869.791793,516.862504,436.9596662,329.4459281
31,2014-07-25,2014-07-31,1023.401856,925.9213072,503.6097524,837.5230489,615.3764817,1199.188484,1134.946466,379.0642963,210.3803093,369.4432937,251.7512316,383.9948315,240.2996972,159.2712896,208.3005632,809.6375203,120.4799116,836.5970755,814.0395627,361.5463832,451.8477821,306.7076973,399.4017294,874.4589509,710.5363466,871.5534317,518.5119442,438.3671389,330.1210551
32,2014-08-01,2014-08-07,1027.812046,928.1063302,506.1376435,840.1409061,616.9453323,1201.654547,1139.046549,381.2858575,211.0293237,372.176075,257.6295066,394.1364385,241.3683727,163.2701664,212.1108936,812.5619373,125.1817853,840.4475473,815.5689606,362.9111496,453.2621263,307.5537511,400.9852989,875.6811081,712.5541785,873.3140902,520.156634,439.7587955,330.7880941
33,2014-08-08,2014-08-14,1032.185408,930.2778476,508.6267691,842.7478176,618.5007808,1204.112697,1143.132516,383.4535352,211.6468911,374.8489764,263.0652063,404.148041,242.4086959,167.0620035,215.7382904,815.4700656,129.4812114,844.2724219,817.0894793,364.2594533,454.6648411,308.3838678,402.5604651,876.9003951,714.5669906,875.0737714,521.7966156,441.135036,331.4472523
34,2014-08-15,2014-08-21,1036.522704,932.4360563,511.0784814,845.3439082,620.043087,1206.562999,1147.204514,385.570165,212.235998,377.4649662,268.1276933,414.0360319,243.422245,170.6712326,219.2021912,818.3621428,133.4521552,848.0721511,818.6012375,365.5917455,456.0561513,309.1986773,404.1273491,878.1168291,716.5748217,876.8324785,523.4319307,442.4962447,332.0987289
35,2014-08-22,2014-08-28,1040.824672,934.5811488,513.4940602,847.9293001,621.5725031,1209.00552,1151.262686,387.6383574,212.7992214,380.0267878,272.8707182,423.8062738,244.4104668,174.1179937,222.5189659,821.2384008,137.1491197,851.8471738,820.1043516,366.9084583,457.4362747,309.9987721,405.6860691,879.3304275,718.5777103,878.5902144,525.0626201,443.8427913,332.7427153
36,2014-08-29,2014-09-04,1045.092025,936.713313,515.8747177,850.5041134,623.0892736,1211.440324,1155.307174,389.6605212,213.3388007,382.5369824,277.3368416,433.4641594,245.3746914,177.4191068,225.7025417,824.0990663,140.6135398,855.5979166,821.5989353,368.210006,458.8054227,310.7847103,407.2367406,880.5412074,720.5756944,880.3469821,526.6887242,445.1750313,333.379396
37,2014-09-05,2014-09-11,1049.325453,938.8327328,518.2216037,853.0684658,624.593636,1213.867476,1159.338118,391.6388843,213.8566941,384.9979089,281.5603823,443.0146641,246.3161444,180.5887791,228.7648755,826.9443606,143.8777252,859.3247943,823.0851003,369.4967856,460.1638006,311.5570181,408.7794765,881.7491856,722.5688113,882.1027847,528.3102827,446.493307,334.0089483
38,2014-09-12,2014-09-18,1053.525625,940.9395878,520.5358095,855.6224732,626.0858209,1216.287038,1163.355654,393.5755116,214.3546242,387.4117613,285.5694467,452.46239,247.2359579,183.639132,231.7163157,829.7745002,146.9674056,863.0282102,824.5629557,370.7691782,461.5116076,312.3161923,410.3143872,882.9543789,724.5570982,883.8576252,529.9273348,447.797948,334.631543
39,2014-09-19,2014-09-25,1057.69319,943.0340539,522.8183722,858.1662491,627.566052,1218.699073,1167.359919,395.4723204,214.8341145,389.7805839,289.3873652,461.811605,248.1351794,186.5805989,234.5658838,832.5896965,149.9034376,866.7085566,826.0326086,372.0275498,462.8490369,313.0627025,411.8415803,884.1568039,726.5405915,885.6115064,531.5399191,449.089272,335.2473448
40,2014-09-26,2014-10-02,1032.167248,929.0324892,525.4040491,851.7080361,605.9739595,1209.396026,1130.93649,375.037195,215.2965191,370.8856751,293.0337321,279.3476804,287.2484799,205.7631234,238.9059119,805.1667765,152.7029856,835.0162793,807.791922,379.3645854,451.2604731,293.2548034,401.282138,829.9342351,689.1399041,811.0466653,487.0794873,384.7111769,330.1493189
41,2014-10-03,2014-10-09,1035.741521,930.9980045,527.4490754,854.1121003,607.1790225,1211.78224,1134.617482,376.0585696,215.7430468,372.3481595,296.5251751,282.263495,288.4340132,209.2829556,241.7103989,807.7213575,155.3803625,838.0782744,809.210874,380.6362724,452.2828669,293.7968826,402.6975083,831.0333325,691.0072144,812.5235703,488.4277194,384.8056731,330.6949533
42,2014-10-10,2014-10-16,1039.287111,932.952091,529.4662874,856.5064707,608.3742112,1214.161105,1138.286039,377.0580121,216.1747814,373.7817941,299.8759344,285.1239028,289.5949841,212.702539,244.4313123,810.2623833,157.9476401,841.1199199,810.62212,381.8945933,453.2970552,294.3301692,404.1057613,832.1299025,692.8700913,813.9994485,489.7719692,384.8997578,331.2347779
43,2014-10-17,2014-10-23,1042.804569,934.8949045,531.4565334,858.8912522,609.5597051,1216.53268,1141.942285,378.0364993,216.5926987,375.1877994,303.0983065,287.9314957,290.7324824,216.0289086,247.0743417,812.7900387,160.4151037,844.1415565,812.0257564,383.139869,454.3031867,294.854959,405.5069927,833.22396,694.7285676,815.4743031,491.1122711,384.9934347,331.7689242
44,2014-10-24,2014-10-30,1046.29443,936.8265974,533.4206218,861.2665473,610.7356785,1218.897025,1145.586341,378.9949428,216.9976798,376.5673181,306.2029873,290.6886763,291.8475248,219.2683365,249.6445875,815.3045046,162.7915954,847.1435161,813.4218778,384.3724081,455.3014057,295.371533,406.901296,834.3155197,696.5826757,816.9481373,492.4486588,385.0867076,332.2975193
45,2014-10-31,2014-11-06,1049.757215,938.7473187,535.359324,863.6324573,611.902301,1221.254197,1149.218326,379.9341951,217.3905237,377.9214214,309.1993437,293.3976765,292.9410618,222.4264414,252.1466422,817.8059581,165.0847772,850.1261218,814.8105769,385.5925083,456.2918528,295.8801581,408.2887629,835.4045964,698.4324476,818.4209545,493.7811657,385.1795798,332.820686
46,2014-11-07,2014-11-13,1053.193428,940.6572145,537.2733763,865.9890813,613.0597376,1223.604253,1152.838359,380.8550542,217.7719569,379.2511152,312.0956277,296.0605738,294.0139831,225.508279,254.5846565,820.2945724,167.301337,853.0896879,816.1919447,386.8004562,457.2746644,296.3810884,409.6694829,836.4912045,700.277915,819.8927579,495.1098247,385.2720551,333.338543
47,2014-11-14,2014-11-20,1056.603558,942.5564277,539.1634821,868.336517,614.2081488,1225.94725,1156.446554,381.7582688,218.1426419,380.5573448,314.8991501,298.6793054,295.0671228,228.5184169,256.9623956,822.7705168,169.4471503,856.034521,817.5660704,387.9965285,458.2499735,296.8745657,411.0435437,837.5753584,702.1191092,821.3635506,496.434668,385.3641367,333.8512049
48,2014-11-21,2014-11-27,1059.98808,944.4450983,541.0303142,870.6748602,615.3476907,1228.283244,1160.043025,382.6445417,218.5031846,381.8410007,317.6164202,301.2556811,296.1012639,231.4609975,259.2832865,825.2339574,171.5274095,858.9609197,818.9330415,389.1809918,459.2179093,297.3608203,412.4110313,838.6570722,703.9560609,822.833336,497.7557278,385.4558282,334.3587826
49,2014-11-28,2014-12-04,1063.347456,946.3233635,542.8745162,873.0042053,616.4785153,1230.612288,1163.627885,383.5145339,218.8541408,383.1029218,320.2532611,303.7913945,297.1171426,234.3397907,261.5504585,827.6850565,173.5467281,861.8691749,820.2929438,390.3541037,460.1785976,297.8400719,413.7720296,839.7363601,705.7888008,824.302117,499.0730354,385.547133,334.8613835
106,2014-12-05,2014-12-11,1066.682135,948.1913576,544.6967043,875.324645,617.6007706,1232.934438,1167.201243,384.3688678,219.1960213,384.3439,322.8149044,306.2880332,298.1154521,237.1582383,263.7667768,830.1239731,175.5092256,864.7595704,821.6458618,391.516113,461.1321611,298.3125301,415.1266211,840.813236,707.6173589,825.769897,500.386622,385.6380543,335.3591116
107,2014-12-12,2014-12-18,1069.992552,950.0492122,546.4974689,877.6362705,618.7146007,1235.249748,1170.763208,385.20813,219.5292967,385.5646834,325.3060689,308.7470874,299.0968455,239.9194927,265.9348728,832.5508632,177.4185974,867.6323827,822.9918779,392.6672597,462.0787189,298.7783953,416.4748864,841.8877137,709.4417651,827.236679,501.6965183,385.7285956,335.8520674
52,2014-12-19,2014-12-25,1073.279132,951.8970563,548.2773761,879.9391714,619.8201461,1237.558269,1174.313886,386.0328743,219.8544018,386.7659798,327.7310268,311.1699582,300.0619395,242.6264488,268.0571689,834.9658791,179.2781719,870.4878817,824.3310736,393.807776,463.0183874,299.2378586,417.8169044,842.9598069,711.2620486,828.7024662,503.0027543,385.8187599,336.3403483
53,2014-12-26,2015-01-01,1076.542286,953.7350164,550.036969,882.2334359,620.9175434,1239.860054,1177.853384,386.8436239,220.1717388,387.9484592,330.0936591,313.5579648,301.0113165,245.2817727,270.1359007,837.3691705,181.090959,873.3263306,825.6635283,394.9378865,463.9512797,299.6911032,419.1527527,844.0295292,713.0782387,830.1672617,504.30536,385.9085506,336.8240488
54,2015-01-02,2015-01-08,1079.782417,955.5632163,551.7767688,884.5191508,622.0069261,1242.155156,1181.381803,387.6408737,220.4816807,389.1127569,332.397503,315.9123507,301.9455275,247.8879253,272.1731364,839.7608837,182.8596901,876.1479862,826.9893204,396.0578083,464.8775062,300.1383041,420.482507,845.0968941,714.890364,831.6310685,505.6043648,385.9979708,337.3032605
55,2015-01-09,2015-01-15,1082.999914,957.3817776,553.4972762,886.7964013,623.088424,1244.443624,1184.899247,388.4250923,220.7845741,390.2594753,334.6457916,318.2342897,302.8650941,250.4471843,274.1707929,842.1411623,184.5868527,878.9530992,828.3085267,397.1677516,465.7971746,300.5796291,421.8062418,846.1619149,716.6984529,833.0938897,506.8997978,386.0870237,337.7780721
56,2015-01-16,2015-01-22,1086.195157,959.1908194,555.1989724,889.0652715,624.1621639,1246.725509,1188.405815,389.1967239,221.0807415,391.3891869,336.8414888,320.5248914,303.7705108,252.9616617,276.1306512,844.5101469,186.2747185,881.7419144,829.6212226,398.2679196,466.7103897,301.0152388,423.1240299,847.2246047,718.5025335,834.5557284,508.1916874,386.1757123,338.2485696
57,2015-01-23,2015-01-29,1089.368516,960.9904584,556.8823202,891.325844,625.2282693,1249.000861,1191.901606,389.9561901,221.3704835,392.5024358,338.9873189,322.7852054,304.6622468,255.4333204,278.0543687,846.8679755,187.9253691,884.5146706,830.9274822,399.3585095,467.6172538,301.4452874,424.4359427,848.2849768,720.3026335,836.0165877,509.4800621,386.2640396,338.7148366
58,2015-01-30,2015-02-05,1092.520351,962.7808093,558.5477646,893.5782,626.2868608,1251.269729,1195.386719,390.703891,221.6540809,393.5997395,341.0857918,325.0162263,305.5407476,257.8639883,279.943491,849.2147833,189.5407164,887.2716012,832.2273783,400.439712,468.5178667,301.8699227,425.7420505,849.3430439,722.0987803,837.4764704,510.7649498,386.3520088,339.1769542
59,2015-02-06,2015-02-12,1095.651012,964.5619845,560.1957344,895.8224195,627.3380561,1253.532161,1198.861247,391.4402071,221.9317963,394.681591,343.1392257,327.218897,306.4064368,260.2553707,281.7994618,851.5507028,191.1225213,890.0129343,833.5209824,401.511712,469.4123258,302.2892866,427.0424218,850.398819,723.891001,838.9353798,512.0463778,386.4396228,339.6350011
60,2015-02-13,2015-02-19,1098.760843,966.3340942,561.826642,898.0585813,628.3819698,1255.788206,1202.325287,392.1655004,222.2038756,395.74846,345.1497662,329.3941128,307.2597173,262.6090615,283.6236318,853.8758641,192.6724096,892.7388925,834.8083647,402.5746889,470.300726,302.7035154,428.3371241,851.4523149,725.6793224,840.3933186,513.3243735,386.5268844,340.0890537
61,2015-02-20,2015-02-26,1101.850176,968.0972466,563.4408854,900.2867629,629.418714,1258.03791,1205.778931,392.8801156,222.4705497,396.8007947,347.1194036,331.5427244,308.100973,264.9265528,285.4172668,856.1903947,194.1918858,895.4496935,836.0895943,403.6288165,471.1831602,303.1127402,429.6262236,852.5035441,727.463771,841.85029,514.5989636,386.6137967,340.5391862
62,2015-02-27,2015-03-05,1104.919336,969.8515478,565.0388478,902.5070406,630.4483981,1260.281321,1209.22227,393.5843811,222.7320351,397.8390227,349.0499875,333.665541,308.9305694,267.2092437,287.1815549,858.4944198,195.6823448,898.1455501,837.3647389,404.6742634,472.0597188,303.5170869,430.909785,853.5525191,729.2443729,843.3062968,515.8701746,386.7003624,340.9854709
63,2015-03-06,2015-03-12,1107.968639,971.5971022,566.6208991,904.7194894,631.4711289,1262.518485,1212.655396,394.2786102,222.9885357,398.8635526,350.9432402,335.763333,309.7488554,269.4584484,288.9176127,860.788062,197.1450832,900.8266703,838.6338653,405.7111934,472.9304903,303.9166768,432.1878721,854.5992524,731.021154,844.761342,517.1380326,386.7865844,341.4279779
64,2015-03-13,2015-03-19,1110.998394,973.3340118,568.1873962,906.9241834,632.4870107,1264.749446,1216.078398,394.9631018,223.2402435,399.8747751,352.8007683,337.8368344,310.5561639,271.6754027,290.6264912,863.0714418,198.5813079,903.4932574,839.897039,406.7397654,473.7955611,304.3116264,433.4605474,855.6437562,732.79414,846.2154285,518.4025635,386.8724656,341.8667753
65,2015-03-20,2015-03-26,1114.008904,975.0623772,569.7386835,909.1211954,633.4961454,1266.974252,1219.491362,395.6381416,223.4873393,400.8730637,354.6240729,339.8867454,311.352813,273.8612705,292.3091808,865.3446775,199.9921446,906.1455103,841.1543243,407.7601336,474.6550155,304.7020482,434.7278721,856.6860428,734.5633561,847.6685592,519.6637926,386.9580085,342.3019295
66,2015-03-27,2015-04-02,1117.000461,976.782297,571.2750939,911.3105971,634.4986327,1269.192945,1222.894376,396.3040024,223.7299939,401.8587761,356.4145589,341.9137343,312.1391068,276.0171498,293.9666163,867.6078851,201.3786454,908.7836237,842.4057846,408.7724479,475.508936,305.0880504,435.9899065,857.7261241,736.3288273,849.120737,520.9217452,387.0432161,342.733505
67,2015-04-03,2015-04-09,1119.973352,978.4938678,572.7969488,913.4924592,635.4945696,1271.405571,1226.287525,396.9609453,223.9683689,402.832255,358.1735431,343.9184394,312.915336,278.144077,295.5996805,869.8611784,202.7417948,911.4077878,843.6514822,409.776854,476.357403,305.4697373,437.2467097,858.7640123,738.0905784,850.5719648,522.176446,387.1280909,343.1615646
68,2015-04-10,2015-04-16,1122.927859,980.1971848,574.3045591,915.6668511,636.4840515,1273.612173,1229.670893,397.6092204,224.2026167,403.7938288,359.9022617,345.9014712,313.6817792,280.2430323,297.2092088,872.1046694,204.0825157,914.018189,844.8914782,410.7734934,477.2004955,305.8472096,438.4983397,859.799719,739.8486338,852.0222455,523.4279197,387.2126357,343.5861693
69,2015-04-17,2015-04-23,1125.864254,981.8923413,575.7982252,917.8338415,637.4671713,1275.812793,1233.044563,398.2490668,224.432882,404.7438125,361.6018768,347.8634135,314.438703,282.3149433,298.7959921,874.3384677,205.4016744,916.6150095,846.125833,411.7625036,478.0382902,306.2205643,439.7448536,860.8332561,741.6030178,853.4715819,524.6761903,387.296853,344.0073788
70,2015-04-24,2015-04-30,1128.782804,983.579429,577.278238,919.9934978,638.4440198,1278.007475,1236.408616,398.880714,224.6593019,405.6825084,363.2734823,349.8048255,315.1863631,284.3606891,300.3607799,876.5626814,206.7000858,919.1984279,847.3546056,412.7440186,478.8708625,306.5898952,440.9863072,861.8646353,743.3537542,854.9199767,525.9212819,387.3807455,344.4252508
71,2015-05-01,2015-05-07,1131.68377,985.2585381,578.7448788,922.1458867,639.4146861,1280.19626,1239.763134,399.504382,224.8820064,406.6102068,364.918109,351.7262428,315.9250046,286.3811036,301.9042839,878.7774162,207.9785165,921.7686188,848.5778543,413.7181684,479.6982861,306.9552928,442.2227557,862.8938681,745.1008668,856.367433,527.163218,387.4643157,344.8398419
72,2015-05-08,2015-05-14,1134.567408,986.929757,580.1984202,924.2910735,640.379257,1282.37919,1243.108196,400.1202819,225.1011189,407.5271867,366.5367299,353.6281791,316.654863,288.3769787,303.4271796,880.9827761,209.2376896,924.3257533,849.7956366,414.6850799,480.5206329,307.3168446,443.454253,863.920966,746.844379,857.8139533,528.402022,387.5475662,345.2512069
73,2015-05-15,2015-05-21,1137.433966,988.5931728,581.639126,926.429123,641.3378177,1284.556307,1246.44388,400.7286162,225.3167568,408.4337163,368.1302643,355.511127,317.3761641,290.3490672,304.9301097,883.1788635,210.4782876,926.869999,851.0080086,415.6448761,481.3379734,307.6746349,444.6808521,864.9459403,748.5843139,859.2595406,529.6377169,387.6304995,345.6593995
74,2015-05-22,2015-05-28,1140.283687,990.2488709,583.0672519,928.5600987,642.2904515,1286.72765,1249.770263,401.3295798,225.5290317,409.3300533,369.6995816,357.3755596,318.0891251,292.2980854,306.4136854,885.3657787,211.7009552,929.40152,852.2150259,416.5976773,482.1503765,308.0287456,445.9026054,865.9688022,750.3206945,860.7041975,530.8703255,387.713118,346.064472
